img_num,label,super_label,label_desc,super_label_desc
11041,23,10,cloud,
11042,2,14,baby,
11043,87,5,television,
11044,72,0,seal,
11045,33,10,forest,
11046,39,5,computer_keyboard,
11047,64,12,possum,
11048,0,4,apple,
11049,64,12,possum,
11050,67,1,ray,
11051,1,1,aquarium_fish,
11052,41,19,lawn_mower,
11053,77,13,snail,
11054,2,14,baby,
11055,92,2,tulip,
11056,60,10,plain,
11057,69,19,rocket,
11058,0,4,apple,
11059,49,10,mountain,
11060,42,8,leopard,
11061,18,7,caterpillar,
11062,50,16,mouse,
11063,98,14,woman,
11064,63,12,porcupine,
11065,0,4,apple,
11066,94,6,wardrobe,
11067,9,3,bottle,
11068,55,0,otter,
11069,95,0,whale,
11070,46,14,man,
11071,58,18,pickup_truck,
11072,0,4,apple,
11073,46,14,man,
11074,4,0,beaver,
11075,59,17,pine_tree,
11076,57,4,pear,
11077,84,6,table,
11078,14,7,butterfly,
11079,91,1,trout,
11080,48,18,motorcycle,
11081,49,10,mountain,
11082,39,5,computer_keyboard,
11083,61,3,plate,
11084,82,2,sunflower,
11085,55,0,otter,
11086,62,2,poppy,
11087,79,13,spider,
11088,6,7,bee,
11089,31,11,elephant,
11090,21,11,chimpanzee,
11091,75,12,skunk,
11092,98,14,woman,
11093,86,5,telephone,
11094,73,1,shark,
11095,52,17,oak_tree,
11096,62,2,poppy,
11097,61,3,plate,
11098,1,1,aquarium_fish,
11099,93,15,turtle,
11100,26,13,crab,
11101,14,7,butterfly,
11102,90,18,train,
11103,58,18,pickup_truck,
11104,73,1,shark,
11105,53,4,orange,
11106,8,18,bicycle,
11107,26,13,crab,
11108,90,18,train,
11109,73,1,shark,
11110,85,19,tank,
11111,57,4,pear,
11112,61,3,plate,
11113,38,11,kangaroo,
11114,89,19,tractor,
11115,80,16,squirrel,
11116,47,17,maple_tree,
11117,39,5,computer_keyboard,
11118,31,11,elephant,
11119,5,6,bed,
11120,76,9,skyscraper,
11121,0,4,apple,
11122,49,10,mountain,
11123,79,13,spider,
11124,73,1,shark,
11125,21,11,chimpanzee,
11126,73,1,shark,
11127,31,11,elephant,
11128,14,7,butterfly,
11129,94,6,wardrobe,
11130,29,15,dinosaur,
11131,67,1,ray,
11132,18,7,caterpillar,
11133,57,4,pear,
11134,40,5,lamp,
11135,81,19,streetcar,
11136,28,3,cup,
11137,71,10,sea,
11138,3,8,bear,
11139,2,14,baby,
11140,36,16,hamster,
11141,47,17,maple_tree,
11142,80,16,squirrel,
11143,69,19,rocket,
11144,52,17,oak_tree,
11145,37,9,house,
11146,93,15,turtle,
11147,68,9,road,
11148,19,11,cattle,
11149,65,16,rabbit,
11150,87,5,television,
11151,66,12,raccoon,
11152,37,9,house,
11153,68,9,road,
11154,99,13,worm,
11155,99,13,worm,
11156,40,5,lamp,
11157,62,2,poppy,
11158,68,9,road,
11159,18,7,caterpillar,
11160,80,16,squirrel,
11161,83,4,sweet_pepper,
11162,36,16,hamster,
11163,75,12,skunk,
11164,66,12,raccoon,
11165,27,15,crocodile,
11166,16,3,can,
11167,32,1,flatfish,
11168,89,19,tractor,
11169,39,5,computer_keyboard,
11170,45,13,lobster,
11171,24,7,cockroach,
11172,21,11,chimpanzee,
11173,60,10,plain,
11174,48,18,motorcycle,
11175,44,15,lizard,
11176,65,16,rabbit,
11177,27,15,crocodile,
11178,73,1,shark,
11179,39,5,computer_keyboard,
11180,69,19,rocket,
11181,5,6,bed,
11182,4,0,beaver,
11183,32,1,flatfish,
11184,27,15,crocodile,
11185,10,3,bowl,
11186,60,10,plain,
11187,59,17,pine_tree,
11188,0,4,apple,
11189,61,3,plate,
11190,64,12,possum,
11191,36,16,hamster,
11192,46,14,man,
11193,91,1,trout,
11194,25,6,couch,
11195,75,12,skunk,
11196,42,8,leopard,
11197,7,7,beetle,
11198,51,4,mushroom,
11199,80,16,squirrel,
11200,63,12,porcupine,
11201,53,4,orange,
11202,99,13,worm,
11203,22,5,clock,
11204,14,7,butterfly,
11205,75,12,skunk,
11206,71,10,sea,
11207,71,10,sea,
11208,62,2,poppy,
11209,54,2,orchid,
11210,21,11,chimpanzee,
11211,6,7,bee,
11212,29,15,dinosaur,
11213,1,1,aquarium_fish,
11214,19,11,cattle,
11215,57,4,pear,
11216,61,3,plate,
11217,64,12,possum,
11218,10,3,bowl,
11219,57,4,pear,
11220,74,16,shrew,
11221,41,19,lawn_mower,
11222,25,6,couch,
11223,81,19,streetcar,
11224,12,9,bridge,
11225,68,9,road,
11226,27,15,crocodile,
11227,99,13,worm,
11228,97,8,wolf,
11229,8,18,bicycle,
11230,45,13,lobster,
11231,92,2,tulip,
11232,84,6,table,
11233,94,6,wardrobe,
11234,67,1,ray,
11235,75,12,skunk,
11236,72,0,seal,
11237,63,12,porcupine,
11238,60,10,plain,
11239,62,2,poppy,
11240,46,14,man,
11241,19,11,cattle,
11242,62,2,poppy,
11243,57,4,pear,
11244,12,9,bridge,
11245,36,16,hamster,
11246,41,19,lawn_mower,
11247,81,19,streetcar,
11248,58,18,pickup_truck,
11249,44,15,lizard,
11250,88,8,tiger,
11251,42,8,leopard,
11252,3,8,bear,
11253,57,4,pear,
11254,59,17,pine_tree,
11255,38,11,kangaroo,
11256,31,11,elephant,
11257,4,0,beaver,
11258,86,5,telephone,
11259,33,10,forest,
11260,59,17,pine_tree,
11261,87,5,television,
11262,48,18,motorcycle,
11263,47,17,maple_tree,
11264,0,4,apple,
11265,39,5,computer_keyboard,
11266,84,6,table,
11267,2,14,baby,
11268,75,12,skunk,
11269,9,3,bottle,
11270,51,4,mushroom,
11271,35,14,girl,
11272,98,14,woman,
11273,70,2,rose,
11274,9,3,bottle,
11275,15,11,camel,
11276,18,7,caterpillar,
11277,62,2,poppy,
11278,66,12,raccoon,
11279,51,4,mushroom,
11280,37,9,house,
11281,73,1,shark,
11282,14,7,butterfly,
11283,83,4,sweet_pepper,
11284,16,3,can,
11285,23,10,cloud,
11286,17,9,castle,
11287,23,10,cloud,
11288,88,8,tiger,
11289,73,1,shark,
11290,30,0,dolphin,
11291,13,18,bus,
11292,33,10,forest,
11293,91,1,trout,
11294,15,11,camel,
11295,52,17,oak_tree,
11296,82,2,sunflower,
11297,28,3,cup,
11298,13,18,bus,
11299,22,5,clock,
11300,14,7,butterfly,
11301,73,1,shark,
11302,71,10,sea,
11303,85,19,tank,
11304,42,8,leopard,
11305,56,17,palm_tree,
11306,59,17,pine_tree,
11307,48,18,motorcycle,
11308,49,10,mountain,
11309,46,14,man,
11310,79,13,spider,
11311,48,18,motorcycle,
11312,65,16,rabbit,
11313,96,17,willow_tree,
11314,0,4,apple,
11315,32,1,flatfish,
11316,23,10,cloud,
11317,87,5,television,
11318,76,9,skyscraper,
11319,21,11,chimpanzee,
11320,44,15,lizard,
11321,95,0,whale,
11322,66,12,raccoon,
11323,73,1,shark,
11324,37,9,house,
11325,11,14,boy,
11326,31,11,elephant,
11327,90,18,train,
11328,71,10,sea,
11329,30,0,dolphin,
11330,45,13,lobster,
11331,25,6,couch,
11332,32,1,flatfish,
11333,9,3,bottle,
11334,98,14,woman,
11335,71,10,sea,
11336,84,6,table,
11337,83,4,sweet_pepper,
11338,92,2,tulip,
11339,64,12,possum,
11340,60,10,plain,
11341,79,13,spider,
11342,85,19,tank,
11343,13,18,bus,
11344,88,8,tiger,
11345,71,10,sea,
11346,45,13,lobster,
11347,81,19,streetcar,
11348,33,10,forest,
11349,0,4,apple,
11350,29,15,dinosaur,
11351,33,10,forest,
11352,53,4,orange,
11353,27,15,crocodile,
11354,72,0,seal,
11355,3,8,bear,
11356,28,3,cup,
11357,72,0,seal,
11358,90,18,train,
11359,4,0,beaver,
11360,26,13,crab,
11361,72,0,seal,
11362,23,10,cloud,
11363,62,2,poppy,
11364,2,14,baby,
11365,42,8,leopard,
11366,46,14,man,
11367,21,11,chimpanzee,
11368,83,4,sweet_pepper,
11369,86,5,telephone,
11370,45,13,lobster,
11371,97,8,wolf,
11372,63,12,porcupine,
11373,94,6,wardrobe,
11374,24,7,cockroach,
11375,91,1,trout,
11376,56,17,palm_tree,
11377,53,4,orange,
11378,12,9,bridge,
11379,38,11,kangaroo,
11380,84,6,table,
11381,8,18,bicycle,
11382,43,8,lion,
11383,8,18,bicycle,
11384,2,14,baby,
11385,18,7,caterpillar,
11386,58,18,pickup_truck,
11387,69,19,rocket,
11388,8,18,bicycle,
11389,51,4,mushroom,
11390,88,8,tiger,
11391,94,6,wardrobe,
11392,47,17,maple_tree,
11393,75,12,skunk,
11394,72,0,seal,
11395,13,18,bus,
11396,9,3,bottle,
11397,49,10,mountain,
11398,6,7,bee,
11399,60,10,plain,
11400,79,13,spider,
11401,61,3,plate,
11402,0,4,apple,
11403,12,9,bridge,
11404,60,10,plain,
11405,82,2,sunflower,
11406,89,19,tractor,
11407,54,2,orchid,
11408,66,12,raccoon,
11409,68,9,road,
11410,6,7,bee,
11411,37,9,house,
11412,67,1,ray,
11413,52,17,oak_tree,
11414,92,2,tulip,
11415,65,16,rabbit,
11416,3,8,bear,
11417,76,9,skyscraper,
11418,23,10,cloud,
11419,41,19,lawn_mower,
11420,44,15,lizard,
11421,60,10,plain,
11422,29,15,dinosaur,
11423,27,15,crocodile,
11424,34,12,fox,
11425,90,18,train,
11426,63,12,porcupine,
11427,39,5,computer_keyboard,
11428,5,6,bed,
11429,22,5,clock,
11430,24,7,cockroach,
11431,82,2,sunflower,
11432,11,14,boy,
11433,77,13,snail,
11434,6,7,bee,
11435,67,1,ray,
11436,94,6,wardrobe,
11437,78,15,snake,
11438,71,10,sea,
11439,38,11,kangaroo,
11440,83,4,sweet_pepper,
11441,65,16,rabbit,
11442,49,10,mountain,
11443,22,5,clock,
11444,29,15,dinosaur,
11445,42,8,leopard,
11446,76,9,skyscraper,
11447,3,8,bear,
11448,63,12,porcupine,
11449,82,2,sunflower,
11450,12,9,bridge,
11451,8,18,bicycle,
11452,85,19,tank,
11453,72,0,seal,
11454,95,0,whale,
11455,21,11,chimpanzee,
11456,11,14,boy,
11457,43,8,lion,
11458,84,6,table,
11459,54,2,orchid,
11460,87,5,television,
11461,80,16,squirrel,
11462,38,11,kangaroo,
11463,24,7,cockroach,
11464,97,8,wolf,
11465,69,19,rocket,
11466,96,17,willow_tree,
11467,33,10,forest,
11468,31,11,elephant,
11469,26,13,crab,
11470,82,2,sunflower,
11471,95,0,whale,
11472,46,14,man,
11473,38,11,kangaroo,
11474,57,4,pear,
11475,50,16,mouse,
11476,78,15,snake,
11477,72,0,seal,
11478,74,16,shrew,
11479,20,6,chair,
11480,29,15,dinosaur,
11481,28,3,cup,
11482,12,9,bridge,
11483,21,11,chimpanzee,
11484,64,12,possum,
11485,47,17,maple_tree,
11486,10,3,bowl,
11487,83,4,sweet_pepper,
11488,20,6,chair,
11489,74,16,shrew,
11490,77,13,snail,
11491,40,5,lamp,
11492,70,2,rose,
11493,71,10,sea,
11494,43,8,lion,
11495,83,4,sweet_pepper,
11496,10,3,bowl,
11497,57,4,pear,
11498,29,15,dinosaur,
11499,93,15,turtle,
11500,39,5,computer_keyboard,
11501,82,2,sunflower,
11502,80,16,squirrel,
11503,52,17,oak_tree,
11504,98,14,woman,
11505,14,7,butterfly,
11506,3,8,bear,
11507,0,4,apple,
11508,35,14,girl,
11509,77,13,snail,
11510,3,8,bear,
11511,24,7,cockroach,
11512,91,1,trout,
11513,75,12,skunk,
11514,31,11,elephant,
11515,40,5,lamp,
11516,39,5,computer_keyboard,
11517,49,10,mountain,
11518,41,19,lawn_mower,
11519,99,13,worm,
11520,73,1,shark,
11521,6,7,bee,
11522,17,9,castle,
11523,18,7,caterpillar,
11524,44,15,lizard,
11525,30,0,dolphin,
11526,99,13,worm,
11527,51,4,mushroom,
11528,74,16,shrew,
11529,21,11,chimpanzee,
11530,83,4,sweet_pepper,
11531,26,13,crab,
11532,73,1,shark,
11533,40,5,lamp,
11534,86,5,telephone,
11535,33,10,forest,
11536,27,15,crocodile,
11537,86,5,telephone,
11538,32,1,flatfish,
11539,55,0,otter,
11540,7,7,beetle,
11541,25,6,couch,
11542,76,9,skyscraper,
11543,88,8,tiger,
11544,82,2,sunflower,
11545,45,13,lobster,
11546,81,19,streetcar,
11547,98,14,woman,
11548,7,7,beetle,
11549,92,2,tulip,
11550,53,4,orange,
11551,75,12,skunk,
11552,71,10,sea,
11553,70,2,rose,
11554,69,19,rocket,
11555,59,17,pine_tree,
11556,93,15,turtle,
11557,6,7,bee,
11558,14,7,butterfly,
11559,85,19,tank,
11560,96,17,willow_tree,
11561,99,13,worm,
11562,90,18,train,
11563,36,16,hamster,
11564,62,2,poppy,
11565,43,8,lion,
11566,81,19,streetcar,
11567,69,19,rocket,
11568,36,16,hamster,
11569,65,16,rabbit,
11570,66,12,raccoon,
11571,67,1,ray,
11572,12,9,bridge,
11573,12,9,bridge,
11574,18,7,caterpillar,
11575,81,19,streetcar,
11576,63,12,porcupine,
11577,14,7,butterfly,
11578,17,9,castle,
11579,94,6,wardrobe,
11580,40,5,lamp,
11581,90,18,train,
11582,36,16,hamster,
11583,35,14,girl,
11584,54,2,orchid,
11585,44,15,lizard,
11586,10,3,bowl,
11587,59,17,pine_tree,
11588,42,8,leopard,
11589,93,15,turtle,
11590,12,9,bridge,
11591,61,3,plate,
11592,13,18,bus,
11593,50,16,mouse,
11594,34,12,fox,
11595,16,3,can,
11596,93,15,turtle,
11597,39,5,computer_keyboard,
11598,45,13,lobster,
11599,76,9,skyscraper,
11600,82,2,sunflower,
11601,9,3,bottle,
11602,60,10,plain,
11603,70,2,rose,
11604,77,13,snail,
11605,41,19,lawn_mower,
11606,54,2,orchid,
11607,98,14,woman,
11608,71,10,sea,
11609,50,16,mouse,
11610,26,13,crab,
11611,52,17,oak_tree,
11612,12,9,bridge,
11613,12,9,bridge,
11614,0,4,apple,
11615,52,17,oak_tree,
11616,16,3,can,
11617,8,18,bicycle,
11618,15,11,camel,
11619,81,19,streetcar,
11620,11,14,boy,
11621,27,15,crocodile,
11622,1,1,aquarium_fish,
11623,71,10,sea,
11624,47,17,maple_tree,
11625,48,18,motorcycle,
11626,99,13,worm,
11627,46,14,man,
11628,7,7,beetle,
11629,3,8,bear,
11630,79,13,spider,
11631,88,8,tiger,
11632,65,16,rabbit,
11633,59,17,pine_tree,
11634,70,2,rose,
11635,22,5,clock,
11636,92,2,tulip,
11637,59,17,pine_tree,
11638,35,14,girl,
11639,27,15,crocodile,
11640,50,16,mouse,
11641,58,18,pickup_truck,
11642,87,5,television,
11643,70,2,rose,
11644,62,2,poppy,
11645,63,12,porcupine,
11646,34,12,fox,
11647,77,13,snail,
11648,71,10,sea,
11649,75,12,skunk,
11650,75,12,skunk,
11651,32,1,flatfish,
11652,49,10,mountain,
11653,8,18,bicycle,
11654,2,14,baby,
11655,43,8,lion,
11656,51,4,mushroom,
11657,80,16,squirrel,
11658,32,1,flatfish,
11659,3,8,bear,
11660,73,1,shark,
11661,33,10,forest,
11662,57,4,pear,
11663,51,4,mushroom,
11664,29,15,dinosaur,
11665,4,0,beaver,
11666,61,3,plate,
11667,72,0,seal,
11668,19,11,cattle,
11669,54,2,orchid,
11670,94,6,wardrobe,
11671,31,11,elephant,
11672,24,7,cockroach,
11673,95,0,whale,
11674,96,17,willow_tree,
11675,81,19,streetcar,
11676,44,15,lizard,
11677,98,14,woman,
11678,46,14,man,
11679,2,14,baby,
11680,93,15,turtle,
11681,81,19,streetcar,
11682,73,1,shark,
11683,67,1,ray,
11684,2,14,baby,
11685,42,8,leopard,
11686,9,3,bottle,
11687,4,0,beaver,
11688,29,15,dinosaur,
11689,84,6,table,
11690,51,4,mushroom,
11691,60,10,plain,
11692,79,13,spider,
11693,22,5,clock,
11694,49,10,mountain,
11695,42,8,leopard,
11696,32,1,flatfish,
11697,54,2,orchid,
11698,41,19,lawn_mower,
11699,16,3,can,
11700,83,4,sweet_pepper,
11701,57,4,pear,
11702,61,3,plate,
11703,23,10,cloud,
11704,80,16,squirrel,
11705,9,3,bottle,
11706,34,12,fox,
11707,88,8,tiger,
11708,48,18,motorcycle,
11709,66,12,raccoon,
11710,59,17,pine_tree,
11711,25,6,couch,
11712,21,11,chimpanzee,
11713,74,16,shrew,
11714,82,2,sunflower,
11715,15,11,camel,
11716,83,4,sweet_pepper,
11717,8,18,bicycle,
11718,53,4,orange,
11719,17,9,castle,
11720,17,9,castle,
11721,23,10,cloud,
11722,46,14,man,
11723,86,5,telephone,
11724,23,10,cloud,
11725,70,2,rose,
11726,31,11,elephant,
11727,56,17,palm_tree,
11728,71,10,sea,
11729,15,11,camel,
11730,67,1,ray,
11731,49,10,mountain,
11732,35,14,girl,
11733,13,18,bus,
11734,80,16,squirrel,
11735,69,19,rocket,
11736,49,10,mountain,
11737,91,1,trout,
11738,94,6,wardrobe,
11739,78,15,snake,
11740,17,9,castle,
11741,37,9,house,
11742,40,5,lamp,
11743,26,13,crab,
11744,40,5,lamp,
11745,6,7,bee,
11746,88,8,tiger,
11747,86,5,telephone,
11748,77,13,snail,
11749,29,15,dinosaur,
11750,77,13,snail,
11751,8,18,bicycle,
11752,51,4,mushroom,
11753,56,17,palm_tree,
11754,14,7,butterfly,
11755,23,10,cloud,
11756,56,17,palm_tree,
11757,38,11,kangaroo,
11758,75,12,skunk,
11759,66,12,raccoon,
11760,56,17,palm_tree,
11761,67,1,ray,
11762,17,9,castle,
11763,46,14,man,
11764,62,2,poppy,
11765,19,11,cattle,
11766,41,19,lawn_mower,
11767,7,7,beetle,
11768,80,16,squirrel,
11769,51,4,mushroom,
11770,68,9,road,
11771,3,8,bear,
11772,15,11,camel,
11773,92,2,tulip,
11774,89,19,tractor,
11775,39,5,computer_keyboard,
11776,9,3,bottle,
11777,31,11,elephant,
11778,71,10,sea,
11779,72,0,seal,
11780,32,1,flatfish,
11781,44,15,lizard,
11782,89,19,tractor,
11783,12,9,bridge,
11784,40,5,lamp,
11785,20,6,chair,
11786,60,10,plain,
11787,40,5,lamp,
11788,53,4,orange,
11789,8,18,bicycle,
11790,74,16,shrew,
11791,80,16,squirrel,
11792,3,8,bear,
11793,78,15,snake,
11794,3,8,bear,
11795,99,13,worm,
11796,51,4,mushroom,
11797,39,5,computer_keyboard,
11798,4,0,beaver,
11799,38,11,kangaroo,
11800,91,1,trout,
11801,31,11,elephant,
11802,14,7,butterfly,
11803,78,15,snake,
11804,34,12,fox,
11805,25,6,couch,
11806,98,14,woman,
11807,72,0,seal,
11808,18,7,caterpillar,
11809,79,13,spider,
11810,54,2,orchid,
11811,67,1,ray,
11812,61,3,plate,
11813,32,1,flatfish,
11814,80,16,squirrel,
11815,13,18,bus,
11816,45,13,lobster,
11817,16,3,can,
11818,28,3,cup,
11819,8,18,bicycle,
11820,15,11,camel,
11821,58,18,pickup_truck,
11822,39,5,computer_keyboard,
11823,47,17,maple_tree,
11824,17,9,castle,
11825,98,14,woman,
11826,88,8,tiger,
11827,47,17,maple_tree,
11828,27,15,crocodile,
11829,55,0,otter,
11830,74,16,shrew,
11831,32,1,flatfish,
11832,82,2,sunflower,
11833,2,14,baby,
11834,13,18,bus,
11835,60,10,plain,
11836,65,16,rabbit,
11837,65,16,rabbit,
11838,41,19,lawn_mower,
11839,45,13,lobster,
11840,60,10,plain,
11841,0,4,apple,
11842,29,15,dinosaur,
11843,56,17,palm_tree,
11844,76,9,skyscraper,
11845,92,2,tulip,
11846,76,9,skyscraper,
11847,42,8,leopard,
11848,46,14,man,
11849,15,11,camel,
11850,22,5,clock,
11851,54,2,orchid,
11852,5,6,bed,
11853,96,17,willow_tree,
11854,68,9,road,
11855,60,10,plain,
11856,88,8,tiger,
11857,56,17,palm_tree,
11858,10,3,bowl,
11859,25,6,couch,
11860,12,9,bridge,
11861,90,18,train,
11862,72,0,seal,
11863,79,13,spider,
11864,43,8,lion,
11865,74,16,shrew,
11866,96,17,willow_tree,
11867,39,5,computer_keyboard,
11868,38,11,kangaroo,
11869,83,4,sweet_pepper,
11870,13,18,bus,
11871,17,9,castle,
11872,74,16,shrew,
11873,30,0,dolphin,
11874,23,10,cloud,
11875,23,10,cloud,
11876,1,1,aquarium_fish,
11877,70,2,rose,
11878,25,6,couch,
11879,26,13,crab,
11880,59,17,pine_tree,
11881,15,11,camel,
11882,46,14,man,
11883,39,5,computer_keyboard,
11884,2,14,baby,
11885,81,19,streetcar,
11886,89,19,tractor,
11887,44,15,lizard,
11888,21,11,chimpanzee,
11889,87,5,television,
11890,30,0,dolphin,
11891,12,9,bridge,
11892,86,5,telephone,
11893,18,7,caterpillar,
11894,30,0,dolphin,
11895,78,15,snake,
11896,20,6,chair,
11897,14,7,butterfly,
11898,38,11,kangaroo,
11899,62,2,poppy,
11900,25,6,couch,
11901,82,2,sunflower,
11902,5,6,bed,
11903,2,14,baby,
11904,93,15,turtle,
11905,46,14,man,
11906,50,16,mouse,
11907,98,14,woman,
11908,89,19,tractor,
11909,11,14,boy,
11910,37,9,house,
11911,2,14,baby,
11912,35,14,girl,
11913,68,9,road,
11914,87,5,television,
11915,87,5,television,
11916,60,10,plain,
11917,83,4,sweet_pepper,
11918,54,2,orchid,
11919,49,10,mountain,
11920,44,15,lizard,
11921,51,4,mushroom,
11922,52,17,oak_tree,
11923,88,8,tiger,
11924,62,2,poppy,
11925,65,16,rabbit,
11926,41,19,lawn_mower,
11927,70,2,rose,
11928,33,10,forest,
11929,30,0,dolphin,
11930,88,8,tiger,
11931,26,13,crab,
11932,68,9,road,
11933,97,8,wolf,
11934,98,14,woman,
11935,88,8,tiger,
11936,66,12,raccoon,
11937,35,14,girl,
11938,51,4,mushroom,
11939,81,19,streetcar,
11940,78,15,snake,
11941,91,1,trout,
11942,28,3,cup,
11943,0,4,apple,
11944,62,2,poppy,
11945,25,6,couch,
11946,61,3,plate,
11947,71,10,sea,
11948,97,8,wolf,
11949,43,8,lion,
11950,4,0,beaver,
11951,84,6,table,
11952,7,7,beetle,
11953,74,16,shrew,
11954,11,14,boy,
11955,8,18,bicycle,
11956,84,6,table,
11957,12,9,bridge,
11958,20,6,chair,
11959,12,9,bridge,
11960,47,17,maple_tree,
11961,17,9,castle,
11962,6,7,bee,
11963,56,17,palm_tree,
11964,50,16,mouse,
11965,61,3,plate,
11966,58,18,pickup_truck,
11967,87,5,television,
11968,71,10,sea,
11969,79,13,spider,
11970,76,9,skyscraper,
11971,87,5,television,
11972,22,5,clock,
11973,37,9,house,
11974,94,6,wardrobe,
11975,48,18,motorcycle,
11976,99,13,worm,
11977,93,15,turtle,
11978,25,6,couch,
11979,3,8,bear,
11980,61,3,plate,
11981,21,11,chimpanzee,
11982,6,7,bee,
11983,84,6,table,
11984,79,13,spider,
11985,4,0,beaver,
11986,35,14,girl,
11987,37,9,house,
11988,43,8,lion,
11989,55,0,otter,
11990,46,14,man,
11991,80,16,squirrel,
11992,31,11,elephant,
11993,55,0,otter,
11994,63,12,porcupine,
11995,0,4,apple,
11996,57,4,pear,
11997,15,11,camel,
11998,35,14,girl,
11999,18,7,caterpillar,
12000,53,4,orange,
12001,98,14,woman,
12002,75,12,skunk,
12003,66,12,raccoon,
12004,38,11,kangaroo,
12005,12,9,bridge,
12006,59,17,pine_tree,
12007,78,15,snake,
12008,18,7,caterpillar,
12009,18,7,caterpillar,
12010,20,6,chair,
12011,49,10,mountain,
12012,99,13,worm,
12013,56,17,palm_tree,
12014,77,13,snail,
12015,27,15,crocodile,
12016,96,17,willow_tree,
12017,55,0,otter,
12018,58,18,pickup_truck,
12019,46,14,man,
12020,25,6,couch,
12021,57,4,pear,
12022,31,11,elephant,
12023,8,18,bicycle,
12024,33,10,forest,
12025,39,5,computer_keyboard,
12026,93,15,turtle,
12027,17,9,castle,
12028,24,7,cockroach,
12029,61,3,plate,
12030,60,10,plain,
12031,9,3,bottle,
12032,29,15,dinosaur,
12033,29,15,dinosaur,
12034,3,8,bear,
12035,29,15,dinosaur,
12036,91,1,trout,
12037,2,14,baby,
12038,92,2,tulip,
12039,34,12,fox,
12040,41,19,lawn_mower,
12041,38,11,kangaroo,
12042,21,11,chimpanzee,
12043,69,19,rocket,
12044,16,3,can,
12045,99,13,worm,
12046,26,13,crab,
12047,29,15,dinosaur,
12048,29,15,dinosaur,
12049,78,15,snake,
12050,33,10,forest,
12051,73,1,shark,
12052,23,10,cloud,
12053,4,0,beaver,
12054,59,17,pine_tree,
12055,21,11,chimpanzee,
12056,41,19,lawn_mower,
12057,64,12,possum,
12058,48,18,motorcycle,
12059,79,13,spider,
12060,72,0,seal,
12061,80,16,squirrel,
12062,54,2,orchid,
12063,36,16,hamster,
12064,40,5,lamp,
12065,20,6,chair,
12066,86,5,telephone,
12067,33,10,forest,
12068,62,2,poppy,
12069,97,8,wolf,
12070,6,7,bee,
12071,41,19,lawn_mower,
12072,27,15,crocodile,
12073,94,6,wardrobe,
12074,2,14,baby,
12075,97,8,wolf,
12076,3,8,bear,
12077,81,19,streetcar,
12078,4,0,beaver,
12079,77,13,snail,
12080,15,11,camel,
12081,80,16,squirrel,
12082,59,17,pine_tree,
12083,88,8,tiger,
12084,26,13,crab,
12085,43,8,lion,
12086,20,6,chair,
12087,89,19,tractor,
12088,24,7,cockroach,
12089,89,19,tractor,
12090,72,0,seal,
12091,13,18,bus,
12092,52,17,oak_tree,
12093,10,3,bowl,
12094,73,1,shark,
12095,1,1,aquarium_fish,
12096,93,15,turtle,
12097,3,8,bear,
12098,41,19,lawn_mower,
12099,93,15,turtle,
12100,70,2,rose,
12101,63,12,porcupine,
12102,99,13,worm,
12103,68,9,road,
12104,17,9,castle,
12105,70,2,rose,
12106,74,16,shrew,
12107,35,14,girl,
12108,99,13,worm,
12109,97,8,wolf,
12110,93,15,turtle,
12111,40,5,lamp,
12112,71,10,sea,
12113,59,17,pine_tree,
12114,2,14,baby,
12115,87,5,television,
12116,44,15,lizard,
12117,55,0,otter,
12118,19,11,cattle,
12119,80,16,squirrel,
12120,70,2,rose,
12121,42,8,leopard,
12122,4,0,beaver,
12123,12,9,bridge,
12124,7,7,beetle,
12125,40,5,lamp,
12126,83,4,sweet_pepper,
12127,91,1,trout,
12128,92,2,tulip,
12129,55,0,otter,
12130,48,18,motorcycle,
12131,17,9,castle,
12132,51,4,mushroom,
12133,51,4,mushroom,
12134,7,7,beetle,
12135,39,5,computer_keyboard,
12136,29,15,dinosaur,
12137,94,6,wardrobe,
12138,63,12,porcupine,
12139,58,18,pickup_truck,
12140,17,9,castle,
12141,87,5,television,
12142,40,5,lamp,
12143,28,3,cup,
12144,53,4,orange,
12145,99,13,worm,
12146,94,6,wardrobe,
12147,41,19,lawn_mower,
12148,38,11,kangaroo,
12149,67,1,ray,
12150,90,18,train,
12151,15,11,camel,
12152,11,14,boy,
12153,28,3,cup,
12154,37,9,house,
12155,74,16,shrew,
12156,3,8,bear,
12157,37,9,house,
12158,80,16,squirrel,
12159,47,17,maple_tree,
12160,17,9,castle,
12161,30,0,dolphin,
12162,83,4,sweet_pepper,
12163,98,14,woman,
12164,6,7,bee,
12165,99,13,worm,
12166,54,2,orchid,
12167,28,3,cup,
12168,39,5,computer_keyboard,
12169,66,12,raccoon,
12170,98,14,woman,
12171,82,2,sunflower,
12172,68,9,road,
12173,88,8,tiger,
12174,6,7,bee,
12175,71,10,sea,
12176,98,14,woman,
12177,32,1,flatfish,
12178,12,9,bridge,
12179,1,1,aquarium_fish,
12180,50,16,mouse,
12181,97,8,wolf,
12182,23,10,cloud,
12183,41,19,lawn_mower,
12184,39,5,computer_keyboard,
12185,77,13,snail,
12186,40,5,lamp,
12187,5,6,bed,
12188,8,18,bicycle,
12189,49,10,mountain,
12190,99,13,worm,
12191,42,8,leopard,
12192,76,9,skyscraper,
12193,44,15,lizard,
12194,98,14,woman,
12195,81,19,streetcar,
